자치구,동,지하철 주변 버스정류장 수,자치구 내 지하철역
강남구,도곡2동,3,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,개포1동,0,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,개포4동,0,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,일원본동,1,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,일원1동,1,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,일원2동,0,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,수서동,9,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,세곡동,0,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,압구정동,3,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,청담동,9,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,대치2동,6,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
강남구,개포2동,0,"강남, 신사, 역삼, 신논현, 수서, 삼성, 선릉, 학동, 청담, 압구정로데오, 강남구청, 압구정, 언주, 매봉, 논현, 선정릉, 삼성중앙, 봉은사, 한티, 개포동, 도곡, 학여울, 대치. 구룡, 대청, 일원, 신논현, 대모산입구"
송파구,풍납1동,2,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,풍납2동,0,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,거여1동,0,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,거여2동,3,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,마천1동,1,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,마천2동,1,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,방이1동,2,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,방이2동,0,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,오륜동,0,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,오금동,3,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,송파1동,1,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,송파2동,2,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,석촌동,5,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,삼전동,0,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,가락본동,10,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,가락1동,1,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,가락2동,0,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,문정1동,0,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,문정2동,3,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,장지동,3,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,위례동,3,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,잠실본동,0,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,잠실4동,3,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,잠실6동,1,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,잠실7동,0,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,잠실2동,1,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
송파구,잠실3동,0,"잠실, 잠실새내, 가락시장, 종합운동장, 석촌, 복정, 올림픽공원, 문정, 잠실나루, 몽촌토성, 장지, 송파, 종합운동장, 송파나루, 방이, 개롱, 거여, 경찰병원, 석촌고분, 오금, 한성백제"
강동구,강일동,0,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,상일동,2,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,명일1동,0,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,명일2동,0,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,고덕1동,0,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,고덕2동,3,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,암사2동,0,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,암사3동,0,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,천호1동,2,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,천호3동,0,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,성내1동,2,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,성내2동,4,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,성내3동,2,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,둔촌1동,2,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,둔촌2동,0,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,암사1동,0,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,천호2동,2,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
강동구,길동,3,"강동, 둔촌동, 상일동, 천호, 명일, 암사, 굽은다리, 고덕, 길동, 강동구청, 중앙보훈병원, 둔촌오륜, 암사"
